hip,ra_degrees,dec_degrees,k,vmag,angular_diameter_mas
88,0.26915958,-48.80985919,5200.0,5.71,7.3025
107,0.33380226,-50.33739907,3200.0,5.53,20.9526
122,0.39937928,-77.06529438,4700.0,4.78,13.5964
124,0.40424537,61.22280406,7500.0,5.58,3.7462
145,0.45598912,-3.02747891,16000.0,5.13,1.0055
154,0.48996506,-6.01397169,3050.0,4.37,39.2695
171,0.54018776,27.08448905,5700.0,5.8,5.3929
183,0.58297574,-29.72044805,22000.0,5.04,0.5552
194,0.62398938,8.48557854,7500.0,5.7,3.4537
207,0.65034249,66.09896341,5200.0,5.87,6.8139
301,0.93488487,-17.33597002,12000.0,4.55,2.3198
330,1.05693212,62.2876646,9750.0,5.9,1.9129
343,1.08233885,-16.52888969,5000.0,5.78,7.607
355,1.1255098,-10.50949443,4550.0,4.99,13.3406
377,1.17188841,-71.43685835,14000.0,5.59,1.065
379,1.17432297,67.16638761,4850.0,5.68,8.4743
418,1.27555231,61.31396468,14000.0,5.8,0.968
443,1.33394073,-5.70783255,4850.0,4.61,13.6595
476,1.42473238,13.39628227,5500.0,5.55,7.0071
518,1.56474395,58.43668966,5500.0,5.98,5.5131
522,1.5777634,-49.07509405,5900.0,5.7,5.5094
531,1.61052855,64.19616859,12000.0,5.57,1.4665
636,1.94523194,-22.50847542,9750.0,5.93,1.8648
655,2.01465535,-33.52933371,4850.0,5.67,8.5158
671,2.07313617,-8.82402541,5200.0,5.99,6.3944
677,2.09653333,29.09082805,12000.0,2.07,7.1265
729,2.2597423,18.21202529,5100.0,5.57,8.055
746,2.29204036,59.15021814,7200.0,2.28,17.4822
761,2.3375862,-27.9879039,7050.0,5.42,4.5012
765,2.35224949,-45.74698836,5000.0,3.88,18.0265
813,2.50910252,11.14580908,12000.0,5.54,1.4769
814,2.50945435,-82.22399743,4850.0,5.29,10.1092
840,2.57853868,-5.24851713,4850.0,5.84,7.8096
841,2.58017518,46.07227117,7200.0,5.01,5.2724
873,2.67810574,-12.57980381,5000.0,5.84,7.3693
910,2.81628415,-15.46732287,6750.0,4.89,6.0235
930,2.8934043,-27.7997782,4700.0,5.41,10.267
950,2.93286698,-35.13339606,7050.0,5.24,4.735
983,3.04145374,-17.93821766,4400.0,5.29,12.3838
1067,3.30895828,15.18361593,26000.0,2.83,1.0961
1074,3.3314522,-84.99402068,3500.0,5.78,15.6389
1086,3.37889713,41.03572671,7500.0,5.71,3.4306
1096,3.42591849,-26.02215399,4250.0,5.94,9.8606
1158,3.61496786,-7.78053784,3050.0,5.13,27.7468
1168,3.65045047,20.2066972,3200.0,4.79,29.3368
1170,3.66013628,-18.93268628,3350.0,4.44,31.5579
1191,3.72708897,-9.56955053,12000.0,5.77,1.3293
1288,4.0366068,-31.44632821,4700.0,5.66,9.1318
1354,4.23771177,61.53319397,5200.0,5.74,7.2088
1366,4.27306518,38.68167915,9500.0,4.61,3.6058
1372,4.28766746,47.94741495,16000.0,5.86,0.7217
1473,4.58210555,36.7853273,9500.0,4.51,3.7366
1493,4.65924059,31.51723388,10000.0,5.88,1.8259
1562,4.85701265,-8.82382948,4700.0,3.56,23.9314
1599,5.00797581,-64.8776232,6150.0,4.23,9.1748
1630,5.10163324,30.93561514,16000.0,5.89,0.7102
1645,5.14943435,8.19024803,4550.0,5.38,11.0779
1647,5.16267858,-69.62491154,12000.0,5.5,1.5034
1657,5.18974442,32.91122853,4250.0,5.79,10.5464
1686,5.28010785,37.96869954,6750.0,5.16,5.5019
1706,5.3697616,-77.42685699,4550.0,5.96,8.5118
1708,5.37990144,-28.98129509,5000.0,5.18,10.0359
1728,5.44264511,-20.05799253,2750.0,5.61,27.3895
1921,6.06518443,52.01992467,20000.0,5.58,0.526
1960,6.19786908,61.83106347,12000.0,5.38,1.599
1982,6.276607,53.04678501,12000.0,5.72,1.3647
2006,6.35090309,1.93972374,5500.0,5.77,6.3527
2021,6.41334183,-77.25503511,5800.0,2.82,19.3577
2072,6.55048418,-43.67990933,8250.0,3.93,6.3432
2081,6.57028075,-42.30512197,5000.0,2.4,34.9497
2159,6.81119663,-25.54713325,5000.0,5.99,6.9507
2210,6.98213606,-33.0070446,3200.0,4.86,28.5227
2219,7.01185234,17.89307501,3050.0,5.01,29.2809
2225,7.05660466,44.39448925,9500.0,5.18,2.7749
2240,7.11007309,-39.91490183,3500.0,5.42,18.3873
2353,7.50980355,-3.95729662,3500.0,5.72,16.0799
2355,7.53056566,29.75169567,8250.0,5.2,3.6262
2377,7.58297373,59.977564,12000.0,5.94,1.2352
2381,7.59446346,-23.78771429,9250.0,5.17,2.9233
2383,7.60822774,-48.21469821,7200.0,5.67,3.8166
2472,7.85356695,-48.80356171,10000.0,4.76,3.0183
2475,7.85668759,33.58168169,4850.0,5.88,7.7545
2484,7.88566992,-62.95808549,12000.0,4.36,2.5088
2487,7.88898014,-62.96544985,9500.0,4.53,3.7181
2497,7.92171234,52.83955844,4700.0,5.59,9.4248
2505,7.94299136,54.52232473,14000.0,4.74,1.5697
2548,8.09897908,6.95545461,12000.0,5.69,1.375
2568,8.14750345,20.29443334,5000.0,5.38,9.1326
2578,8.18247614,-63.03137868,10000.0,5.07,2.61
2599,8.24994391,62.93178781,28000.0,4.17,0.5145
2611,8.29301467,54.89508062,5000.0,5.93,7.118
2661,8.42108802,-29.55820696,4850.0,5.55,9.0311
2711,8.61506261,-52.37318294,7050.0,5.57,4.0965
2762,8.8110039,-3.59275785,6300.0,5.2,6.0292
2787,8.88645754,-0.50545908,6750.0,5.94,3.8512
2802,8.92139531,-48.00066027,6600.0,5.51,4.8622
2854,9.0345314,54.16845384,16000.0,5.08,1.0305
2876,9.11392475,60.32621728,9000.0,5.78,2.3723
2900,9.1936292,44.48850971,4250.0,5.14,14.2279
2903,9.19713232,15.23175994,26000.0,5.89,0.2694
2912,9.22016239,33.71935227,20000.0,4.34,0.9287
2920,9.24277921,53.89693161,26000.0,3.69,0.7409
2941,9.33244613,-24.76722545,4850.0,5.57,8.4275
2942,9.33844167,35.39951013,5500.0,5.45,7.3785
3031,9.63958024,29.312369,5500.0,4.34,12.1025
3083,9.79119583,49.35459528,4250.0,5.45,12.3663
3092,9.83165567,30.86122579,4550.0,3.27,28.566
3093,9.84206107,21.2513739,5000.0,5.88,6.686
3138,9.98147468,21.4385644,7050.0,5.36,4.6584
3170,10.10273354,-59.45568115,5900.0,5.89,5.0464
3179,10.12661349,56.53740928,5000.0,2.24,38.7168
3193,10.17658814,-4.35180551,5000.0,5.9,7.239
3231,10.27998074,39.45867141,5200.0,5.3,8.7891
3245,10.33156671,-46.08500934,5200.0,4.59,12.1425
3277,10.44292464,-56.50145475,8750.0,5.72,2.5432
3299,10.5143156,66.14761311,5100.0,5.83,7.1799
3300,10.51618425,50.51254151,26000.0,4.8,0.4455
3330,10.61790472,-65.46813002,6600.0,5.38,5.1782
3352,10.67349903,-60.26268184,4250.0,5.99,9.5345
3405,10.83851683,-57.46309763,10000.0,4.36,3.6488
3414,10.8670447,47.02463657,8750.0,4.95,3.613
3419,10.89678452,-17.9866841,5000.0,2.04,41.6007
3455,11.04752272,-10.60927365,5000.0,4.77,12.0598
3456,11.04964742,-38.42197898,4850.0,5.9,7.6697
3478,11.10927611,47.863963,20000.0,5.66,0.506
3504,11.18125882,48.28438262,20000.0,4.48,0.8719
3505,11.18515547,-22.00633247,7500.0,5.22,4.2665
3521,11.23801546,-42.67632489,8250.0,5.94,2.5859
3544,11.32168124,55.2214087,9500.0,5.41,2.5037
3572,11.4129637,74.9881262,9500.0,5.64,2.2476
3583,11.43930832,-47.55217573,5500.0,5.8,5.8786
3607,11.54845521,-22.52206718,5200.0,5.49,8.0502
3632,11.63740001,15.47561194,2900.0,5.36,27.5974
3675,11.75594336,11.97393464,5200.0,5.51,7.9549
3693,11.83495908,24.26737703,4850.0,4.08,17.5678
3697,11.84843074,6.74098135,5200.0,5.98,6.441
3717,11.93000731,-18.06142264,4550.0,5.7,9.5614
3721,11.94174879,74.84758739,14000.0,5.42,1.1536
3741,12.00437854,-21.72247464,12000.0,5.57,1.4615
3750,12.03698124,72.67445774,5000.0,5.86,7.3069
3760,12.07226858,7.29991977,5200.0,5.92,6.6363
3765,12.09388786,5.28338873,4700.0,5.74,7.6804
3781,12.14632729,-74.92335356,4250.0,5.09,14.3988
3786,12.17039736,7.58520186,4250.0,4.44,19.527
3801,12.20830552,50.96819154,12000.0,4.9,1.9864
3810,12.2446238,16.9411337,6300.0,5.07,6.4396
3821,12.27125262,57.8165477,6000.0,3.46,12.9392
3834,12.3079102,-24.13652681,5000.0,5.9,7.1513
3849,12.35647376,-13.56101709,4550.0,5.59,10.0389
3881,12.45345723,41.07895474,20000.0,4.53,0.851
3885,12.47128657,27.71031105,6750.0,5.55,4.6491
3909,12.53218487,-10.64377045,6450.0,5.17,5.7269
3949,12.67136689,-50.98692422,7200.0,5.24,4.6958
3951,12.68155194,64.24758084,9000.0,5.35,2.883
4104,13.16917061,-24.00592567,4850.0,5.47,9.3704
4147,13.25204382,-1.1442206,3500.0,4.78,24.7292
4151,13.26783051,61.12355735,6300.0,4.8,7.2005
4200,13.40741156,-62.87135327,2900.0,5.73,23.2793
4267,13.64674999,19.18843611,9750.0,5.8,1.987
4283,13.71984836,83.70746159,9000.0,5.59,2.5573
4288,13.74174956,23.62844595,4850.0,5.46,9.232
4292,13.75080422,58.97279657,4700.0,4.83,13.3779
4293,13.75124739,-69.52697888,5300.0,5.45,7.8476
4346,13.92668443,-7.34703997,4250.0,5.88,10.1031
4371,14.00627513,-11.26650685,4400.0,5.35,12.0353
4422,14.16671042,59.18116582,5200.0,4.62,11.9437
4427,14.17708808,60.71674966,30000.0,2.15,1.1312
4436,14.18790699,38.49925513,8750.0,3.86,5.9367
4440,14.19558745,60.36284769,14000.0,5.56,1.0802
4463,14.30178237,23.41775997,5200.0,4.4,13.2495
4510,14.4589515,28.9922356,5400.0,5.44,7.6785
4552,14.55914315,33.95105921,5000.0,5.99,6.8645
4572,14.62916229,66.35182541,10000.0,5.97,1.747
4577,14.65144118,-29.35746436,16000.0,4.3,1.4782
4587,14.68286462,-11.37993895,5300.0,5.62,7.2948
4675,15.01477994,44.71330426,12000.0,5.69,1.3815
4770,15.32593934,-38.91664868,4850.0,5.59,8.8785
4852,15.60990729,-31.55204219,9750.0,5.5,2.2687
4889,15.70452742,31.80433674,12000.0,5.5,1.5076
4890,15.7049656,-46.39733801,5200.0,5.39,8.3949
4903,15.72614941,41.34519861,8750.0,5.95,2.301
4906,15.73606615,7.89007256,5000.0,4.27,15.1577
4914,15.76085267,-4.83635047,5000.0,5.4,9.0923
4962,15.9041982,61.07482982,7500.0,5.92,3.199
4998,16.00995036,52.50230919,4700.0,5.99,7.8787
5021,16.08145357,61.58024409,6600.0,5.83,4.2613
5081,16.27229777,14.94600386,6900.0,5.64,4.2303
5131,16.42053152,21.4732162,9750.0,5.33,2.4552
5132,16.42365838,21.46547318,10000.0,5.55,2.107
5165,16.52127713,-46.71849042,5200.0,3.32,21.7204
5164,16.52137513,-9.83936845,9750.0,5.58,2.2064
5268,16.82738598,-61.77526197,5500.0,5.36,7.6252
5296,16.94216802,-9.78559168,6450.0,5.71,4.6747
5300,16.94927201,-41.48693516,9250.0,5.21,2.8746
5310,16.98795829,20.73932115,9250.0,5.56,2.4374
5317,17.00299391,43.94224107,9250.0,5.04,3.1083
5336,17.05383776,54.92422766,5500.0,5.17,7.3059
5346,17.09309979,5.6502213,7500.0,5.51,3.7644
5348,17.0960837,-55.24583235,18000.0,3.94,1.3691
5361,17.13936547,58.26347937,14000.0,5.77,0.9802
5364,17.14693197,-10.181928,4700.0,3.46,24.6418
5372,17.18399735,86.25711803,4700.0,4.24,17.5119
5434,17.37550908,47.2418241,16000.0,4.26,1.5063
5447,17.43248991,35.62083048,3500.0,2.07,85.2672
5454,17.45502008,19.6583854,6000.0,5.57,5.8378
5493,17.57852966,42.08157668,6300.0,5.67,5.0012
5494,17.58103932,25.45803989,4250.0,5.81,10.4076
5510,17.63982219,2.44570842,4400.0,5.97,9.0698
5518,17.66360631,68.77868759,10000.0,5.32,2.3529
5542,17.77471116,55.14994765,8250.0,4.34,5.3548
5544,17.7782219,31.42476555,7500.0,5.15,4.5439
5550,17.79287081,37.72413814,16000.0,5.8,0.7418
5566,17.85631897,64.20272388,12000.0,5.56,1.4664
5571,17.86330901,21.03467568,5000.0,4.66,12.7911
5586,17.91494471,30.08972962,5000.0,4.51,13.5307
5589,17.92237013,65.01888517,12000.0,5.57,1.4581
5594,17.93142731,-2.25102487,4400.0,5.93,9.2034
5626,18.06878934,79.67397492,9250.0,5.6,2.413
5661,18.1890296,-37.85640391,7750.0,5.95,2.9209
5737,18.43250986,7.57548895,8250.0,5.21,3.5931
5742,18.43723014,24.58376482,5000.0,4.67,12.7167
5778,18.53186747,16.13354221,14000.0,5.97,0.8933
5799,18.59986241,-7.9235004,6750.0,5.14,5.4361
5833,18.70491873,-0.97429411,6750.0,5.7,4.2802
5862,18.79403213,-45.53209717,6300.0,4.97,6.5697
5896,18.93956391,-68.87623708,6600.0,4.25,8.4957
5926,19.04959061,71.74384538,4850.0,5.87,7.8434
5951,19.15144476,-2.5002128,5500.0,5.42,7.4095
6061,19.4499337,3.61452038,9250.0,5.13,2.9875
6193,19.86657455,27.26408682,9250.0,4.74,3.591
6226,19.9512172,-0.5089949,8250.0,5.87,2.6889
6242,20.02049027,58.2316161,7500.0,4.95,5.0044
6315,20.28064145,28.73838983,4250.0,5.23,13.5882
6411,20.58497087,45.5287566,5000.0,4.87,11.5037
6492,20.85396862,20.4689899,4250.0,5.97,9.7183
6502,20.87903356,-30.94550599,3500.0,5.84,15.2177
6514,20.91898254,37.71499034,9750.0,5.6,2.1643
6537,21.00604671,-8.18275372,5000.0,3.6,20.3983
6564,21.08535375,-6.91466853,6900.0,5.92,3.7032
6592,21.16988858,-41.49245885,5000.0,5.42,8.9611
6631,21.27198122,-64.3694363,3500.0,5.92,14.6737
6670,21.40503869,-14.59875437,4700.0,4.9,12.9106
6686,21.45251267,60.23540347,8750.0,2.66,10.223
6692,21.48293404,68.12994739,5000.0,4.72,12.3238
6706,21.56366085,19.17232096,7200.0,5.35,4.3494
6711,21.57749566,43.45788606,6450.0,5.98,4.1145
6732,21.67352916,19.24056476,4850.0,5.5,9.2036
6748,21.71481835,-13.05653391,7500.0,5.51,3.7655
6813,21.9128547,45.40695287,6750.0,4.83,6.3074
6867,22.0914236,-43.31772906,4250.0,3.41,31.2757
6960,22.40041765,-21.62934677,10000.0,5.11,2.5801
6999,22.52542506,47.00737711,5000.0,5.27,9.6211
7007,22.54559597,6.14393314,4400.0,4.84,15.1785
7016,22.5953198,-26.20785462,4700.0,5.92,8.1037
7078,22.80632718,70.2647886,6600.0,5.82,4.1868
7083,22.81242306,-49.07307701,5000.0,3.93,17.6366
7097,22.87080776,15.34583101,5200.0,3.62,19.0209
7118,22.93021487,-30.28292502,5000.0,5.79,7.5762
7213,23.23355059,-36.86518161,4850.0,5.49,9.2306
7251,23.35711597,58.32734523,5000.0,5.69,8.006
7276,23.42805448,-7.02514279,5800.0,5.75,5.6019
7294,23.48302496,59.23209665,5000.0,4.68,12.5648
7321,23.56915511,37.23719753,12000.0,5.9,1.2534
7345,23.65717247,-15.6763527,9750.0,5.62,2.1425
7359,23.704364,18.46067238,3200.0,5.9,17.6768
7447,23.97777176,17.43378965,7500.0,5.95,3.109
7450,23.99565496,-15.40021584,4850.0,5.41,9.6385
7463,24.03512124,-29.9074336,7200.0,5.69,3.805
7513,24.19990413,41.40638491,6300.0,4.1,9.7251
7535,24.27483902,12.14151058,7500.0,5.54,3.7061
7568,24.3657494,-84.76965017,5000.0,5.66,8.0583
7588,24.42813204,-57.23666007,24000.0,0.45,3.7992
7601,24.47908355,-82.97528876,5800.0,5.88,5.2591
7607,24.49792651,48.62848641,4550.0,3.59,24.9939
7617,24.53151544,57.97764488,5500.0,5.55,7.0488
7643,24.61455891,-36.5279533,5000.0,5.94,7.0751
7650,24.62892127,73.04007203,5200.0,5.28,8.8898
7679,24.71544923,-21.27547447,7500.0,5.58,3.6961
7719,24.83757938,44.38612827,5200.0,5.01,10.0044
7740,24.9198664,16.40588595,4700.0,5.98,7.8842
7751,24.94684603,-56.19644067,5000.0,5.76,6.8118
7818,25.14501739,40.57710624,14000.0,4.96,1.4248
7825,25.16483499,43.29776385,7750.0,5.63,3.3898
7884,25.35794814,5.48760445,4550.0,4.45,16.99
7906,25.413509,30.04713542,5000.0,5.97,7.0053
7916,25.4366587,-11.32366816,6750.0,5.75,4.1655
7918,25.44381547,42.61380692,5800.0,4.96,7.6814
7921,25.44980076,-60.78924102,4700.0,5.7,8.9547
7941,25.51256331,-36.83226421,10000.0,5.7,1.9743
7943,25.51439571,35.24576705,12000.0,5.63,1.4132
7955,25.53602338,-32.32685759,4850.0,5.25,10.2808
7965,25.5851851,68.04304624,10000.0,5.57,2.1032
7978,25.62146258,-53.7405747,6300.0,5.52,5.1478
7981,25.62479083,20.27015091,4850.0,5.24,9.0816
7999,25.68132047,-3.69011692,4550.0,4.98,13.3931
8016,25.73220374,70.62255881,12000.0,5.18,1.7404
8046,25.83223958,60.55137091,14000.0,5.78,0.9779
8068,25.9150637,50.6887655,26000.0,4.01,0.64
8102,26.02136441,-15.93955597,5200.0,3.49,14.8221
8198,26.34828629,9.15764102,5000.0,4.26,15.2975
8209,26.41106016,-25.05243403,7200.0,5.29,4.4801
8230,26.49694074,-5.73322696,4400.0,5.37,11.9231
8240,26.52469172,-50.81621317,3050.0,5.49,23.5176
8241,26.52557865,-53.52218065,9750.0,5.04,2.795
8362,26.9336011,63.85310111,5000.0,5.63,7.4177
8387,27.0454279,16.95563093,12000.0,5.86,1.2728
8404,27.10843265,3.68540364,5100.0,5.91,6.896
8423,27.16184118,37.95293583,5000.0,5.94,7.0717
8433,27.17366149,32.68948705,6300.0,5.78,4.6686
8497,27.39662961,-10.68618074,7050.0,4.66,6.2074
8544,27.53575113,22.2753566,4850.0,5.83,7.9456
8588,27.71672491,11.0434459,7200.0,5.92,3.3971
8593,27.72699465,-50.20612713,9750.0,5.94,1.8545
8598,27.73786884,51.93369809,6750.0,5.96,3.7986
8645,27.86504416,-10.33494526,4700.0,3.74,21.998
8704,27.99711412,55.14740479,28000.0,5.53,0.2744
8714,28.03897527,50.79286359,12000.0,5.7,1.3767
8778,28.21703176,-16.92912351,7500.0,5.78,3.3857
8796,28.27041595,29.57939727,6600.0,3.42,12.4257
8814,28.32229965,40.72979974,4850.0,5.42,9.5933
8832,28.38235506,19.29409264,9750.0,3.88,4.7762
8833,28.38890233,3.18747844,5000.0,4.61,12.9612
8837,28.41174872,-46.30244631,2900.0,4.39,42.9393
8882,28.59191795,-42.49688104,9250.0,5.12,3.0143
8886,28.59868107,63.67014686,26000.0,3.35,0.8648
8903,28.65978771,20.80829949,8750.0,2.64,10.0836
8928,28.73339519,-67.64748114,5500.0,4.68,10.3938
8993,28.96263355,23.57734317,4850.0,5.76,8.2012
9001,28.97697359,37.27780093,4250.0,5.89,10.0896
9007,28.98680207,-51.60958673,5500.0,3.69,15.6957
9009,29.00001575,68.68526545,14000.0,4.97,1.4184
9021,29.03845779,37.251804,5200.0,5.69,7.3389
9061,29.16732782,-22.52671153,4550.0,4.92,13.6928
9095,29.29163705,-47.38529869,5200.0,4.82,10.9329
9110,29.33763922,17.8175894,4850.0,5.09,11.18
9132,29.43223051,27.8045238,3200.0,5.84,18.1467
9153,29.48239763,23.5960961,7500.0,4.79,5.2625
9222,29.63958177,49.204252,5000.0,5.7,7.8768
9236,29.69113269,-61.56992444,7500.0,2.86,12.5206
9307,29.89831329,21.05860461,5000.0,5.89,7.254
9312,29.90828959,64.62163894,10000.0,5.29,2.3798
9313,29.91189289,-42.03028941,4850.0,5.57,8.8943
9326,29.94245126,-20.82457549,3500.0,5.43,18.3578
9347,30.0009367,-21.07777193,4250.0,3.99,24.0199
9353,30.03760293,3.09763527,5800.0,5.89,5.2604
9372,30.11154942,-8.52382616,3050.0,5.43,24.1594
9440,30.3116514,-30.00156583,5200.0,5.34,8.6091
9459,30.42667654,-44.71339037,4250.0,5.15,14.1086
9480,30.48979079,70.90704605,9250.0,4.49,3.9583
9487,30.51166929,2.76376048,9500.0,3.82,5.1325
9505,30.57530917,54.48754946,14000.0,4.99,1.4057
9533,30.6461577,13.47672808,3200.0,5.97,17.1436
9570,30.7415286,33.28415151,9500.0,5.5,2.4032
9572,30.74397324,-15.30594985,5000.0,5.87,7.3083
9573,30.75078582,64.39002289,14000.0,5.59,1.0701
9589,30.7983571,0.12845397,8750.0,5.42,2.9317
9598,30.85912643,72.42123962,9500.0,3.95,4.8507
9621,30.91359346,25.93544879,6300.0,5.64,5.0712
9622,30.91868509,-4.10336397,4250.0,5.61,11.4587
9631,30.9505127,-0.34014611,5500.0,5.96,5.7948
9640,30.97466283,42.32984832,14000.0,2.1,5.2944
9677,31.12262534,-29.29683966,12000.0,4.68,2.1967
9727,31.27938922,77.28145654,7500.0,5.27,4.1959
9763,31.38157411,76.11511028,5200.0,5.22,9.1357
9836,31.64130188,22.64840404,9500.0,5.03,2.9581
9884,31.79285757,23.46277743,4700.0,2.01,46.9729
9977,32.12144102,37.85918337,8750.0,4.78,3.9161
9990,32.16908619,58.42360489,9750.0,5.66,2.1345
10035,32.28888091,-43.51647088,4850.0,5.84,7.9091
10053,32.35535861,25.93997268,7200.0,4.98,5.3085
10064,32.38550383,34.98739204,8750.0,3.0,8.8007
10155,32.6564251,19.50040351,3050.0,5.68,21.5451
10212,32.83817716,8.57008262,6000.0,5.64,5.5647
10234,32.89933984,-1.82534866,5100.0,5.94,6.8066
10280,33.09301632,30.30321507,6750.0,4.94,6.1491
10296,33.1563008,24.16779356,5000.0,5.96,7.0409
10305,33.19717997,-2.3934596,6300.0,5.65,5.0335
10306,33.19993262,21.21098318,6750.0,5.23,5.2579
10320,33.22691696,-30.72384252,10000.0,5.27,2.4088
10324,33.25004577,8.8467523,5200.0,4.36,13.5564
10326,33.25396814,-21.0002366,5000.0,5.86,7.3549
10328,33.26352181,15.27991044,3500.0,5.72,16.0442
10340,33.30558667,44.23168903,4400.0,4.84,15.2273
10366,33.40008213,51.06623342,5200.0,5.31,8.6876
10418,33.56042796,-67.84155199,3350.0,5.57,18.7963
10440,33.63317374,-41.16670109,5100.0,5.91,6.8973
10513,33.86899336,-67.74633515,4700.0,5.67,9.096
10535,33.92847664,25.0432553,6600.0,5.57,4.763
10540,33.94139916,25.78309877,6600.0,5.79,4.2858
10559,33.98456296,33.35897589,10000.0,5.25,2.4278
10602,34.12708452,-51.51211145,14000.0,3.56,2.6704
10642,34.24578955,-6.4218563,5200.0,5.51,7.978
10644,34.26007346,34.22482985,6000.0,4.84,7.4777
10670,34.32848216,33.84732099,9750.0,4.03,4.4041
10718,34.49925395,57.89980835,4550.0,5.75,9.3391
10723,34.50510951,1.75689975,6000.0,5.6,5.5723
10729,34.51916463,57.51632574,5300.0,5.99,6.1877
10732,34.53144339,19.90116135,9750.0,5.58,2.1999
10793,34.73745342,28.64267411,9500.0,5.29,2.6459
10819,34.82019851,47.37998782,9750.0,5.31,2.4802
10871,34.97602796,-55.94484169,4250.0,5.81,10.4421
10944,35.24238707,50.15154156,12000.0,5.57,1.4579
11001,35.43759585,-68.6594239,9250.0,4.08,4.7996
11021,35.48597927,0.39569203,3200.0,5.29,23.48
11029,35.50600237,-10.77733458,7500.0,5.43,3.883
11033,35.52073828,-17.66202807,4700.0,5.89,8.2237
11046,35.55169522,-0.88474037,7500.0,5.42,3.9889
11060,35.58930899,55.84565637,9500.0,5.16,2.831
11072,35.6350873,-23.81631542,5800.0,5.19,7.1607
11090,35.70984185,41.39653472,7500.0,5.81,3.3012
11095,35.71864225,-73.64582097,5000.0,5.99,6.9129
11102,35.72772659,-51.09228926,8750.0,5.9,2.3385
11220,36.10372497,50.00663318,5200.0,5.19,9.253
11249,36.20435282,10.61059804,16000.0,5.48,0.858
11258,36.22497693,-60.31162902,7200.0,5.36,4.4103
11313,36.40583743,50.27866588,4400.0,4.73,15.9606
11345,36.48755111,-12.290452,10000.0,4.88,2.8933
11348,36.50156687,-15.34111517,8750.0,5.88,2.3626
11381,36.64651715,-20.04286354,4700.0,5.89,8.1823
11407,36.74627081,-47.70382692,20000.0,4.24,0.9713
11432,36.86578353,31.80134872,4850.0,5.55,8.9872
11477,37.00704179,-33.81105246,9500.0,5.13,2.8136
11484,37.03965786,8.4600887,12000.0,4.3,2.5918
11486,37.04162643,29.66953828,7500.0,5.29,4.1951
11548,37.20224439,29.93158402,6000.0,5.89,4.914
11569,37.26661741,67.40238385,8750.0,4.46,4.5076
11670,37.63464227,25.23521368,6600.0,5.88,4.1343
11738,37.87534312,2.26720689,4550.0,5.27,11.6701
11757,37.91716991,-79.10924959,5600.0,5.27,7.6705
11767,37.94614689,89.26413805,6450.0,1.97,26.5257
11783,38.02198846,-15.2443199,6750.0,4.74,6.5512
11784,38.02556633,36.14723132,4250.0,5.15,14.1147
11791,38.03931801,-1.03481751,5700.0,5.36,7.0953
11840,38.21940851,34.54245642,5000.0,5.84,7.3903
11867,38.2793288,-34.64992327,5000.0,5.91,7.1845
11918,38.4613017,-28.2323401,12000.0,4.96,1.9346
12002,38.67745683,-7.8592885,4400.0,5.74,10.0598
12072,38.91142631,37.3122905,4400.0,5.72,10.1643
12093,38.9687042,5.59330163,5200.0,4.87,10.7213
12107,39.00028366,-7.83145306,3500.0,5.53,17.5064
12114,39.01596864,6.88336423,4550.0,5.79,7.9653
12122,39.03865189,-30.04496366,5200.0,5.74,7.2092
12148,39.14626535,7.73007761,5000.0,5.81,7.5034
12153,39.1572862,12.44784628,6450.0,5.64,4.7913
12181,39.23782977,38.73398283,6750.0,5.91,3.903
12186,39.24425358,-34.57734519,5900.0,5.78,5.3092
12225,39.35110362,-52.54308845,8500.0,5.3,3.2461
12239,39.40002834,65.74535775,4250.0,5.8,10.509
12247,39.42407297,-3.39606767,5500.0,5.65,6.6814
12273,39.50870051,72.81821481,5200.0,5.17,9.3006
12288,39.57748196,-30.19388274,6750.0,5.84,3.9916
12332,39.70416245,21.96144509,8250.0,5.45,3.2589
12387,39.87061789,0.3285168,26000.0,4.08,0.6194
12390,39.89054885,-11.87158159,6750.0,4.83,6.2966
12394,39.8967653,-68.2669476,12000.0,4.12,2.8079
12413,39.94966387,-42.89163328,9500.0,4.74,3.3541
12444,40.05209879,-9.45268375,6600.0,5.79,4.1913
12484,40.16491631,-54.54992422,6900.0,5.21,5.1451
12486,40.16638213,-39.85530905,5000.0,4.11,16.2291
12489,40.17097186,27.06100903,9250.0,5.3,2.765
12530,40.30779517,-0.69534847,6450.0,5.72,4.5332
12562,40.39221887,-14.54941172,6750.0,5.98,3.772
12608,40.52746495,-38.3837178,5200.0,5.99,6.4022
12623,40.5622035,40.19438688,6150.0,4.91,7.284
12640,40.59134429,20.0115769,10000.0,5.74,1.9403
12653,40.63816025,-50.80082665,5700.0,5.4,6.6433
12686,40.74778071,53.5261822,5000.0,5.85,7.3909
12692,40.76167775,55.10607111,16000.0,5.76,0.7524
12706,40.82551897,3.23617162,9250.0,3.47,6.2542
12719,40.86296031,27.70717078,24000.0,4.65,0.5569
12768,41.02149224,44.2970548,6000.0,5.43,6.2478
12770,41.03064356,-13.85867594,16000.0,4.24,1.5157
12777,41.04869991,49.22866639,6450.0,4.1,9.1299
12803,41.13737997,15.31189952,12000.0,5.78,1.3267
12821,41.20695883,67.82470926,8750.0,5.95,2.3045
12828,41.23488901,10.11421979,7350.0,4.27,6.8606
12832,41.23961417,12.44596709,8250.0,5.17,3.6447
12843,41.27492276,-18.57265077,6750.0,4.47,7.1652
