hip,ra_degrees,dec_degrees,k,vmag,angular_diameter_mas
56727,174.45211345,-67.62035361,5000.0,5.94,7.0803
56754,174.53071631,-61.82655484,12000.0,5.15,1.7657
56770,174.58619878,43.62551361,7200.0,5.56,4.016
56779,174.61504009,8.13428325,2900.0,5.24,29.1288
56802,174.66648767,-13.20224958,6450.0,5.48,5.1117
56862,174.87347083,-65.3977489,5800.0,5.01,8.1039
56922,175.05341839,-34.7446553,12000.0,4.7,2.182
56970,175.17705098,-53.96854858,3350.0,5.95,15.8001
56975,175.19627319,21.35284143,4850.0,5.26,10.2437
56986,175.22355273,-62.09010401,5700.0,4.93,8.7174
56997,175.26260484,34.20256022,5200.0,5.31,7.9066
57013,175.33273307,-43.09567719,10000.0,5.54,2.1148
57029,175.39375241,31.7459835,6900.0,5.73,4.0332
57047,175.43313494,-32.49932237,4250.0,5.2,13.8037
57111,175.61844968,66.7448085,4550.0,5.32,11.4249
57165,175.86333833,-37.19010227,4550.0,5.98,8.4272
57175,175.87999922,-62.48939856,6150.0,5.0,7.2741
57283,176.19066226,-18.35061467,5200.0,4.71,11.5349
57328,176.32085333,8.25817475,9000.0,4.84,3.5611
57363,176.40236386,-66.72884344,8250.0,3.63,7.413
57371,176.43334854,-45.69014545,18000.0,5.28,0.7443
57380,176.46487734,6.52981394,3500.0,4.04,34.6255
57399,176.51305887,47.77933701,5000.0,3.69,19.8086
57439,176.62853753,-61.17835907,6000.0,4.11,11.4421
57443,176.63436255,-40.50133452,5700.0,4.89,7.954
57477,176.73170252,55.62826771,4550.0,5.27,11.5649
57512,176.82987104,-57.69654711,4250.0,5.42,12.5192
57562,176.97888233,8.24586534,9750.0,5.31,2.4697
57565,176.9967765,20.21894121,8750.0,4.5,4.4644
57581,177.06037263,-66.81487085,4400.0,4.75,15.8447
57606,177.16154436,14.28419729,7500.0,5.9,3.192
57613,177.1879392,-26.74975369,2900.0,5.1,31.0674
57632,177.26615977,14.57233687,9250.0,2.14,10.9336
57669,177.42120019,-63.78848906,24000.0,4.3,0.6555
57670,177.42416287,34.9317394,6750.0,5.73,4.2577
57696,177.48594609,-70.2257858,5500.0,4.98,9.1703
57741,177.61368682,-62.6493833,9250.0,5.68,2.3515
57757,177.67202553,1.76537705,6300.0,3.59,12.0673
57791,177.75929508,-5.333334,5000.0,5.62,8.1779
57803,177.78646511,-45.1734495,4400.0,4.47,18.0348
57841,177.92340338,-30.83409571,6300.0,5.85,4.5432
57851,177.96363695,-65.20589445,22000.0,4.89,0.593
57870,178.04330796,-56.98782681,22000.0,5.56,0.4356
57936,178.22733867,-33.90813014,8750.0,4.29,4.945
58001,178.45725536,53.69473296,10000.0,2.41,8.7259
58082,178.67711574,-25.71406632,5200.0,5.26,8.9381
58103,178.75009496,-63.27917897,9250.0,5.89,2.1343
58110,178.76313138,8.44390534,5000.0,5.58,8.272
58158,178.91720463,-28.47703681,4400.0,5.93,9.2086
58159,178.91886481,15.64680922,9250.0,5.53,2.5076
58181,178.99336544,56.59856271,4850.0,5.83,7.9083
58188,179.00409802,-17.15080863,10000.0,5.17,2.5182
58326,179.41682551,-62.44873578,24000.0,5.59,0.3625
58379,179.56352995,-56.31731449,14000.0,5.44,1.1418
58427,179.69861981,-64.33955671,9250.0,5.59,2.4507
58460,179.82307392,33.16702114,4850.0,5.95,7.5246
58484,179.90704708,-78.22181833,12000.0,4.88,2.0036
58510,179.98718202,3.65521716,9750.0,5.36,2.4261
58576,180.18486353,-10.44483921,5000.0,5.54,7.9272
58587,180.21320843,-19.65899848,26000.0,5.28,0.3575
58590,180.21829289,6.61439464,8750.0,4.65,4.1886
58654,180.4147183,36.04227697,5000.0,5.59,8.3217
58684,180.52942963,43.04546506,8250.0,5.22,3.5496
58720,180.65731961,-69.19227106,12000.0,5.89,1.2563
58758,180.75707974,-63.31294495,8750.0,4.32,4.8513
58803,180.9138115,-42.43378714,6600.0,5.15,5.6581
58858,181.06906686,21.45916332,7500.0,5.89,3.221
58867,181.08015725,-63.16571094,26000.0,4.72,0.4616
58884,181.1622784,-68.32889673,10000.0,5.34,2.3329
58905,181.19443206,-76.51917475,4400.0,5.04,13.866
58921,181.23852543,-60.96823848,3200.0,5.95,17.2836
58948,181.30279,8.73284563,5200.0,4.12,14.9868
58952,181.31141141,76.90595813,5100.0,5.78,7.3226
59050,181.59618267,-65.70942594,5200.0,5.95,6.5398
59072,181.72022021,-64.61363898,7200.0,4.14,7.4951
59151,181.9587008,-75.36706513,4700.0,5.17,11.4456
59173,182.02190127,-50.66125439,26000.0,4.46,0.518
59184,182.0613737,-48.69247036,9750.0,5.34,2.4641
59196,182.08976505,-50.72240999,26000.0,2.58,1.2318
59199,182.10313607,-24.72877993,7500.0,4.02,7.1699
59229,182.22432744,-44.32588609,9250.0,5.75,2.2565
59232,182.227492,-41.23158452,24000.0,5.51,0.3776
59285,182.42202206,1.89832789,4550.0,5.95,8.4887
59309,182.51463175,5.80696343,8750.0,5.72,2.5237
59316,182.53135773,-22.61979211,4700.0,3.02,30.7038
59394,182.76617138,-23.60237239,9750.0,5.45,2.3135
59449,182.9131309,-52.36841559,24000.0,3.97,0.7612
59468,182.96333771,25.87035539,4400.0,5.66,10.4555
59501,183.03874666,20.54210573,5000.0,5.6,8.3025
59504,183.04963833,77.61619242,8750.0,5.14,3.2732
59517,183.0916103,-62.95077296,12000.0,5.91,1.2573
59607,183.35441052,-38.92915939,22000.0,5.77,0.3986
59608,183.35831031,10.26236039,9500.0,5.85,2.022
59654,183.51136205,-45.72393011,4550.0,5.31,11.4696
59728,183.74825968,-20.84423329,5000.0,5.82,7.4836
59746,183.785557,70.20007671,4700.0,5.72,8.8889
59747,183.78648733,-58.74890179,26000.0,2.79,1.1174
59774,183.85603795,57.03259792,9250.0,3.32,6.6996
59803,183.95194937,-17.5419837,14000.0,2.58,4.199
59819,184.00097886,14.89914477,9250.0,5.09,3.0379
59831,184.03140154,40.66025851,3350.0,5.69,17.7947
59847,184.08564668,23.94542332,5000.0,4.93,11.2307
59856,184.1257284,33.06179861,4850.0,4.99,11.6399
59920,184.3731761,53.19144123,4100.0,5.8,11.2406
59923,184.37748884,28.93710321,9000.0,5.71,2.4065
59929,184.39431802,-67.96067161,2750.0,4.06,55.5521
60000,184.58726633,-79.31226899,20000.0,4.24,0.9655
60009,184.609553,-64.00304555,26000.0,4.06,0.6226
60030,184.66790853,-0.7871448,8750.0,5.9,2.3534
60044,184.70860512,75.1605502,9750.0,5.47,2.3075
60059,184.74928553,-55.14297519,3350.0,5.01,24.2249
60122,184.95301297,48.98413192,3500.0,5.28,19.6427
60129,184.97663096,-0.66674709,9500.0,3.89,5.0226
60157,185.04514374,-22.17562676,5000.0,5.94,7.0981
60170,185.08216696,26.6197509,4700.0,5.52,9.6109
60172,185.08813566,3.31272688,4850.0,4.97,11.7383
60189,185.14046113,-22.21583387,14000.0,5.2,1.271
60202,185.17955477,17.79265307,5200.0,4.72,11.485
60212,185.2117925,57.86428953,4250.0,5.54,11.838
60221,185.23214915,-13.56574902,5000.0,5.14,10.1594
60260,185.34088036,-60.40136988,4550.0,3.59,25.1075
60308,185.48932747,-56.3743836,4400.0,5.91,9.3404
60320,185.53077773,-67.52209279,8750.0,5.15,3.3253
60329,185.55014315,-68.30719873,5000.0,5.73,7.8082
60351,185.62632982,25.84618178,6300.0,4.78,7.5891
60379,185.70613474,-57.67610097,12000.0,5.38,1.5906
60425,185.83999906,-24.84062116,4850.0,5.66,8.5525
60449,185.89770601,-35.41265923,14000.0,5.32,1.2032
60463,185.93660912,-38.91135056,14000.0,5.79,0.9675
60485,186.00617625,51.56222925,5300.0,4.76,10.862
60514,186.07724865,26.09861325,9250.0,5.17,2.943
60584,186.26343152,56.77785826,3050.0,5.82,20.2437
60595,186.29917028,-11.61051268,9750.0,5.95,1.842
60610,186.34068272,-35.18640097,12000.0,5.71,1.3688
60646,186.46248809,39.01869867,5200.0,5.01,9.9953
60697,186.60030726,27.26826273,7500.0,4.92,5.0205
60710,186.63245078,-51.4506115,24000.0,4.82,0.5153
60718,186.64975585,-63.09905586,30000.0,0.77,2.1252
60735,186.71539248,-32.83004764,12000.0,5.56,1.4687
60742,186.73469831,28.26861975,4700.0,4.35,16.4997
60746,186.74710034,26.8257216,9000.0,4.98,3.3927
60781,186.87031761,-58.99176932,2900.0,5.38,27.3386
60795,186.89635756,55.71275225,3200.0,5.68,19.5228
60823,187.01004828,-50.2306048,24000.0,3.91,0.7842
60855,187.09369113,-39.04113804,14000.0,5.45,1.1337
60904,187.22799077,25.91288804,10000.0,5.29,2.3813
60941,187.36272398,24.10892077,6750.0,5.47,4.7959
60957,187.43009821,20.89618496,9250.0,5.68,2.3237
60965,187.4665965,-16.51509397,12000.0,2.94,4.7566
60969,187.47580895,-56.52496942,3350.0,5.78,17.0399
60978,187.48916244,58.4055266,8750.0,5.37,2.9983
60998,187.52817199,69.20126087,3050.0,5.01,29.3115
61015,187.57275779,-23.69642033,3500.0,5.63,16.7636
61071,187.75236725,24.56718941,9500.0,5.47,2.4325
61084,187.79137202,-57.11256922,2900.0,1.59,151.6601
61136,187.91810373,-59.42391403,6750.0,5.49,4.8154
61158,187.98397037,-63.50589876,8000.0,5.96,2.7288
61174,188.01868646,-16.19586556,7200.0,4.3,6.9324
61181,188.04122968,-73.00104307,4850.0,5.88,7.7345
61199,188.11712896,-72.1329759,20000.0,3.84,1.1631
61212,188.15036083,-13.85897407,7050.0,5.74,3.8352
61281,188.37101041,69.78820992,18000.0,3.85,1.4344
61296,188.3927875,-12.83032829,5200.0,5.58,7.6391
61309,188.41210253,33.24766003,5000.0,5.42,8.9698
61317,188.43788561,41.35676779,6000.0,4.24,9.5615
61318,188.44498858,-9.45207768,10000.0,5.48,2.1809
61359,188.59680864,-23.39662306,5500.0,2.65,26.2482
61379,188.67690229,-44.67251655,5600.0,5.76,5.972
61384,188.68360523,70.02177318,4700.0,4.95,12.6849
61394,188.71299083,22.62918961,10000.0,4.8,2.9935
61418,188.78234382,18.37700118,4700.0,5.03,12.2341
61420,188.78397424,21.88143144,4850.0,5.86,7.8419
61468,188.94006062,-41.02194744,8250.0,5.12,3.719
61498,189.00447532,-39.86944684,10000.0,5.78,1.8948
61558,189.19737813,-5.8318511,9250.0,5.88,2.1156
61571,189.24314199,17.08957856,4250.0,5.7,10.979
61585,189.29618208,-69.13553358,26000.0,2.69,1.1681
61621,189.42594398,-27.13865883,7500.0,5.41,3.9375
61622,189.42636588,-48.54128816,9500.0,3.85,5.0552
61658,189.59355028,1.85470456,3050.0,5.68,21.5103
61720,189.76451917,-30.4223493,4700.0,5.86,8.3424
61724,189.78065686,21.06258094,5100.0,5.49,8.3554
61740,189.81171855,-7.99550439,4700.0,4.66,14.435
61789,189.96900602,-39.98724188,14000.0,4.63,1.6513
61910,190.31676407,-13.01392023,7050.0,5.17,5.065
61916,190.34602074,-46.14572729,4550.0,5.84,9.0008
61932,190.38002079,-48.95988553,9750.0,2.2,10.2582
61941,190.41667557,-1.44952231,7500.0,2.74,12.6941
61960,190.47086482,10.23584294,10000.0,4.88,2.8324
61966,190.48582,-59.68581085,18000.0,4.91,0.8834
61968,190.48816539,6.80664416,9500.0,5.57,2.3163
62012,190.6481714,-48.81303493,5000.0,4.66,12.6636
62027,190.70951152,-63.058616,26000.0,5.27,0.3587
62058,190.78838403,-56.17619646,12000.0,5.99,1.203
62103,190.90842535,-1.57681459,5200.0,5.91,6.6045
62131,191.00229297,-28.32386102,4550.0,5.46,10.6776
62207,191.24865101,39.27857766,6000.0,5.95,4.6562
62223,191.28262003,45.44022447,3200.0,5.42,22.0691
62267,191.40467529,7.67331477,8000.0,5.22,3.8376
62268,191.40798434,-60.98116057,4850.0,4.69,13.1547
62322,191.57029013,-68.10809405,26000.0,3.04,0.9944
62325,191.59324849,9.54078962,4850.0,5.65,8.4874
62327,191.59478955,-56.48877967,24000.0,4.62,0.565
62356,191.66147205,16.57764912,4550.0,5.12,12.4634
62360,191.69258582,-33.31541396,4550.0,5.87,8.838
62402,191.82885595,62.78113875,7750.0,5.88,3.0098
62423,191.89308893,66.79031573,4250.0,5.43,12.4589
62434,191.93049537,-59.68873246,30000.0,1.25,1.7053
62500,192.10982759,-27.59723017,5200.0,5.65,7.4712
62512,192.16390269,60.31989667,6750.0,5.83,3.9547
62541,192.22581729,14.12263297,9750.0,5.71,2.0727
62561,192.2782968,83.41779443,10000.0,5.92,1.7769
62572,192.30750199,83.41285818,9750.0,5.38,2.4065
62576,192.32296815,27.55232611,9500.0,5.76,2.1295
62608,192.43728988,-71.98624542,5200.0,5.55,7.8591
62641,192.54502356,37.51688446,9250.0,5.87,2.1386
62683,192.67161238,-33.99926779,12000.0,4.9,1.9864
62703,192.74126496,-52.7873952,8750.0,5.7,2.5843
62732,192.82492384,-60.32978611,9500.0,5.71,2.1987
62763,192.92469926,27.54073393,6000.0,4.93,7.8188
62786,192.9872921,-39.68038459,16000.0,5.99,0.6773
62861,193.26776709,-54.9524841,4550.0,5.91,8.6757
62867,193.27906907,-48.94325313,4550.0,4.33,17.9207
62886,193.32404513,21.24502058,5200.0,4.89,10.6092
62894,193.34124905,-60.32848627,12000.0,5.75,1.3532
62896,193.35894159,-40.17881857,9000.0,4.25,4.7029
62956,193.5068041,55.95984301,10000.0,1.76,11.7549
62985,193.58822553,-9.53894647,3050.0,4.77,32.6642
63003,193.64857337,-57.17789116,26000.0,4.03,0.6315
63005,193.65383866,-57.16864387,20000.0,5.08,0.6578
63007,193.66341683,-59.14666538,22000.0,4.62,0.6719
63024,193.73556688,47.19673771,2750.0,5.75,25.6685
63031,193.7431157,-85.12342237,5000.0,5.45,8.8778
63033,193.74460949,-44.15140639,5800.0,5.89,5.2985
63066,193.83108971,-42.9157015,3500.0,5.46,18.0961
63076,193.8689797,65.43854743,8750.0,5.23,3.1242
63090,193.90201366,3.39759862,3050.0,3.39,61.1545
63117,193.98808228,-56.83580429,33000.0,5.34,0.2159
63121,194.00251587,38.31469771,7500.0,5.61,3.5502
63125,194.00767051,38.31824617,10000.0,2.89,7.0637
63143,194.07350869,54.09948306,8750.0,5.84,2.4127
63165,194.13216726,-72.18518249,5200.0,5.93,6.6076
63210,194.26825217,-51.19871605,14000.0,5.17,1.2908
63355,194.73110786,17.40936063,3500.0,4.76,24.8417
63414,194.91477267,-3.81194179,9250.0,5.79,2.2132
63432,194.9803163,66.59730755,4700.0,5.37,10.4574
63462,195.06868941,30.78503676,4850.0,4.88,12.3316
63494,195.14982714,-3.3686079,4700.0,5.99,7.8299
63503,195.18160731,56.36633134,7200.0,4.93,5.2682
63533,195.29008399,17.1232026,5000.0,5.97,6.9918
63608,195.54483557,10.95910186,5200.0,2.85,26.5458
63613,195.56573968,-71.54879865,4700.0,3.61,22.8036
63688,195.77233515,-71.47572327,28000.0,5.93,0.2285
63724,195.88894965,-49.52723627,10000.0,4.83,2.9345
63738,195.94177817,-20.58350964,6450.0,5.58,4.8926
63901,196.43526005,35.79885169,12000.0,5.2,1.7245
63916,196.46783055,45.26848988,4850.0,5.64,8.6628
63945,196.56970994,-48.46325358,20000.0,4.71,0.7809
63950,196.59410061,22.61629063,2750.0,5.53,28.3749
63972,196.64603079,-41.58840727,5000.0,5.59,8.3166
64003,196.72595485,-35.86182329,10000.0,5.63,2.0317
64004,196.72776268,-49.90621586,28000.0,4.27,0.4879
64022,196.79461606,27.62490672,4250.0,4.8,16.5428
64033,196.8512919,-59.86049011,12000.0,5.98,1.215
64053,196.90966874,-53.45971466,14000.0,5.7,1.0079
64078,196.97417871,-10.74038528,4700.0,5.15,11.5141
64094,197.02982892,-65.30601741,10556.455256145133,5.44,2.0185
64122,197.13536674,-8.98422912,4550.0,5.57,10.1445
64166,197.26367917,-23.11797275,5000.0,4.94,11.1675
64179,197.3017599,10.02246786,5000.0,5.79,7.5875
64224,197.43870138,-10.32930884,4250.0,5.95,9.7981
64226,197.44953121,16.8486489,4250.0,5.91,9.9854
64238,197.48755015,-5.53892987,9750.0,4.38,3.8251
64241,197.49812263,17.52911621,6750.0,4.32,7.6921
64246,197.51361945,38.49887224,7750.0,5.91,2.9677
64332,197.78725433,-42.23282785,6450.0,5.78,4.5731
64348,197.84711464,-43.36850529,4850.0,5.24,10.3309
64390,197.96408969,-69.94201974,7050.0,5.92,3.546
64394,197.97051117,27.87603769,6000.0,4.23,9.7173
64408,198.01444495,-37.80313606,5700.0,4.85,8.6415
64407,198.01451923,-16.1979034,6600.0,5.04,6.0179
64425,198.07345539,-59.92053651,14000.0,4.58,1.6893
64445,198.13729799,11.55617035,3500.0,5.76,15.7832
64466,198.20319288,-66.22676607,10000.0,5.91,1.7909
64515,198.34742745,-50.6997859,12000.0,5.9,1.2514
64540,198.42908954,40.15284766,5000.0,4.94,11.257
64577,198.54570701,-19.93133468,5200.0,5.31,8.6037
64580,198.55062387,-58.68390821,5000.0,5.91,7.178
64583,198.56428372,-59.10285946,6450.0,4.9,6.5489
64587,198.57231883,-78.44744492,6300.0,5.84,4.7059
64607,198.63017874,11.33178469,3500.0,5.64,16.6396
64623,198.68067991,-48.95680509,5000.0,5.84,7.39
64661,198.81249082,-67.8945633,14000.0,4.79,1.5357
64692,198.88352117,40.8551724,8250.0,5.77,2.8012
64725,198.99409266,-19.94282246,4850.0,5.21,10.3586
64792,199.19463902,9.423693,6000.0,5.19,6.6204
64803,199.22129667,-31.5060767,5000.0,5.1,10.384
64820,199.30431246,-66.78342263,4700.0,4.86,13.2645
64822,199.30801256,-43.97944198,8750.0,5.82,2.4242
64823,199.31509739,13.67564684,4550.0,5.33,11.3053
64844,199.38598801,40.57256275,7050.0,4.72,6.2334
64852,199.40119538,5.46984502,3200.0,4.78,29.5907
64906,199.56058516,49.68201519,10000.0,5.14,2.5521
64924,199.60405,-18.30861062,5500.0,4.74,9.0609
64927,199.61544766,34.09829261,4400.0,5.81,9.7355
64962,199.7302224,-23.17141246,5200.0,2.99,25.0737
65072,200.07914877,40.15055594,4850.0,5.6,8.8395
65109,200.15027321,-36.71208109,9500.0,2.75,8.124
65112,200.15772684,-52.74778497,18000.0,5.47,0.6791
65144,200.24067905,-46.88005836,4850.0,5.76,8.1814
65198,200.42366137,2.0873706,9500.0,5.69,2.1874
65241,200.54054052,5.15485074,9500.0,5.89,1.9942
65247,200.56787422,-52.18295165,26000.0,5.81,0.2805
65271,200.65824899,-60.98835608,24000.0,4.52,0.5911
65301,200.75477211,-17.73520402,5000.0,5.36,9.2404
65323,200.82877172,-4.92438824,4550.0,5.88,8.8478
65378,200.98091604,54.92541525,9500.0,2.23,10.4742
65387,201.00184737,-64.53561699,5500.0,4.52,11.2153
65420,201.13806845,-5.16392212,7050.0,5.76,3.776
65466,201.27785348,23.85443816,9250.0,5.75,2.2501
65468,201.28066834,-74.88749735,5000.0,5.04,10.6609
65474,201.2983523,-11.16124491,28000.0,0.98,2.2097
65477,201.30589832,54.98799884,8750.0,3.99,5.4986
65479,201.30889897,-64.48509219,7200.0,5.32,4.4691
65522,201.45999506,-70.62725069,8750.0,5.65,2.6485
65535,201.53182918,-39.75496493,4250.0,5.11,14.2698
65536,201.53343022,72.39149824,3350.0,5.82,16.7721
65545,201.54783683,-1.19248368,8250.0,5.97,2.5548
65550,201.56907049,46.0281037,5000.0,5.88,7.2805
65581,201.68018558,-12.70761258,4250.0,5.27,13.381
65593,201.73384964,-41.49756484,4550.0,5.69,9.6684
65595,201.73841524,78.64379561,5800.0,5.74,5.7591
65639,201.86349201,-15.97363075,4850.0,4.76,12.9145
65721,202.10812668,13.78018777,5500.0,4.97,8.7234
65728,202.1132421,59.94570301,9750.0,5.4,2.3771
65790,202.30431766,10.81839609,5000.0,5.65,8.0705
65810,202.35523124,-51.16511504,10000.0,5.04,2.687
65936,202.76111861,-39.40727983,5200.0,3.9,16.8634
66006,202.99144179,-6.25571065,3050.0,4.68,34.0558
66065,203.14984195,-28.6927144,10000.0,5.69,1.9743
66091,203.21536872,-15.36301232,4850.0,5.52,9.1716
66098,203.24204653,-10.16490767,5000.0,5.21,9.8796
66198,203.53052101,55.34844976,10000.0,5.6,2.0651
66200,203.5329387,3.65902506,9750.0,4.92,2.9531
66234,203.61405606,49.01590606,8750.0,4.68,4.0979
66247,203.66866043,-13.21430591,10000.0,5.92,1.7918
66249,203.673978,-0.59593821,9250.0,3.38,6.4864
66257,203.69894294,37.18243871,7200.0,4.91,5.4144
66320,203.88036281,-5.39639184,5400.0,5.7,6.7835
66400,204.20212206,-26.49523551,8250.0,5.73,2.8674
66417,204.24624858,24.61330297,3200.0,5.72,19.1854
66427,204.27521642,-44.14316883,5200.0,5.96,6.4908
66435,204.2960597,71.2422665,4700.0,5.5,9.8251
66438,204.30083723,-61.69157197,6600.0,5.63,4.5981
66454,204.34790583,-46.42784035,14000.0,5.91,0.9166
66458,204.36540378,36.29484073,8250.0,4.82,4.3224
66563,204.67552479,-29.56067984,7050.0,5.81,3.7389
66634,204.87741499,52.92107136,9250.0,5.46,2.5547
66640,204.89451792,10.74630126,7500.0,5.57,3.6963
66656,204.95244077,-40.05157491,4700.0,5.61,9.3576
66657,204.97196962,-53.46636269,28000.0,2.29,1.2133
66666,204.99957281,-49.95000116,2300.0,5.74,36.8139
66681,205.04500863,-64.57655426,7050.0,5.79,3.7965
66727,205.16874236,19.955663,9750.0,5.73,2.0482
66738,205.18455213,54.68166149,3200.0,4.63,31.7099
66753,205.23406365,-85.78599228,9500.0,5.56,2.3285
66763,205.25982195,22.49583157,5100.0,5.63,7.8437
66798,205.37423739,64.82243969,9500.0,5.85,2.0332
66803,205.40346122,-8.70308218,3200.0,5.03,26.3435
66821,205.43672827,-54.55936543,14000.0,4.99,1.395
66849,205.50467442,-58.78704974,12000.0,5.38,1.5978
66878,205.59559926,82.75251097,5100.0,5.92,6.8712
66903,205.66409991,78.06432575,5300.0,5.91,6.3835
66907,205.68092115,34.98899453,5500.0,5.98,5.7601
66924,205.72942795,-41.4009514,5000.0,5.96,7.0163
66936,205.76618427,3.53807968,4850.0,5.35,9.8182
66984,205.91706644,-42.06751103,14000.0,5.96,0.9014
67057,206.12424684,-16.17905873,5900.0,5.55,6.1173
67143,206.40390701,-26.11598461,10000.0,5.81,1.8755
67153,206.42319432,-33.04336606,7050.0,4.23,7.4912
67172,206.48471128,-12.42654721,5200.0,5.5,8.0228
67194,206.5568062,41.08884885,8750.0,5.88,2.3525
67210,206.57957701,38.5036561,5100.0,5.92,6.8773
67231,206.6486472,54.43269033,12000.0,5.68,1.3825
67234,206.66403516,-51.43269771,5200.0,4.64,11.8722
67239,206.68056228,25.70238073,6600.0,5.97,3.9973
67244,206.73483886,-36.25190473,10000.0,5.15,2.5513
67250,206.74947851,38.54274988,5000.0,5.51,8.6189
67275,206.81681937,17.45677436,6450.0,4.5,7.8016
67288,206.85564413,-17.85976354,3200.0,5.41,22.1589
67292,206.86493683,-50.24932136,9250.0,5.92,2.0726
67301,206.8856088,49.31330288,24000.0,1.85,1.9741
67304,206.91112414,-50.32066712,4700.0,5.46,10.0174
67384,207.16141241,31.19011458,5000.0,5.61,8.2331
67457,207.36146356,-34.45063035,2750.0,4.19,51.9225
67459,207.36957439,15.79780583,4250.0,4.05,23.3074
67464,207.3762392,-41.68765971,26000.0,3.41,0.8417
67472,207.40419934,-42.47368506,26000.0,3.47,0.8193
67480,207.42841642,21.26406422,4400.0,4.92,14.6323
67485,207.43928514,61.48954562,5700.0,5.97,5.3793
67494,207.468102,-18.13407618,5000.0,4.96,11.0725
67605,207.78836921,34.66453,3200.0,5.89,17.7698
67627,207.85807331,64.72328281,3050.0,4.58,35.6327
67663,207.94679307,-46.89863029,26000.0,5.77,0.2851
67664,207.94759834,-69.40124669,4250.0,5.73,10.8533
67665,207.94787312,34.44431774,4250.0,4.76,16.9415
67669,207.95677175,-32.99401625,20000.0,4.32,0.9316
67703,208.02041654,-52.81146355,12000.0,5.26,1.6819
67782,208.29317893,28.64806212,8250.0,5.91,2.6206
67786,208.30228458,-31.92758624,22000.0,4.75,0.6355
67787,208.30396336,17.93285548,5500.0,5.71,6.5355
67819,208.3867508,-35.66419416,7050.0,5.53,4.2554
67836,208.4296268,-53.37328052,20000.0,5.87,0.4601
67848,208.46267613,53.7286921,10000.0,5.7,1.981
67927,208.6713175,18.39858742,6000.0,2.68,20.3092
67929,208.67581845,-1.50307142,4700.0,5.16,11.436
67942,208.70473728,-67.6520644,4700.0,5.74,8.8464
67973,208.80070669,-52.16076937,14000.0,5.66,1.0272
68002,208.88514539,-47.28826634,26000.0,2.55,1.2486
68009,208.91245413,-82.66613365,4700.0,5.95,8.0216
68079,209.08288902,-46.59272882,5000.0,5.82,7.4667
68092,209.11622242,1.05054828,8000.0,5.9,2.8163
68103,209.14234407,27.49219844,4550.0,5.02,13.118
68191,209.41223681,-63.68661603,4400.0,4.71,16.0082
68245,209.56785278,-42.10070526,26000.0,3.83,0.6936
68269,209.62990869,-24.97217754,14000.0,5.2,1.2695
68276,209.66220328,21.69632104,10000.0,5.76,1.9281
68282,209.6698807,-44.8035314,26000.0,3.87,0.6803
68333,209.82273625,-50.36960607,5200.0,5.92,6.6044
68390,210.00102545,-25.01017978,6600.0,5.77,4.3587
68455,210.21922701,-66.26885149,7500.0,5.96,3.1065
68498,210.33504074,8.89490924,9500.0,5.98,1.9217
68520,210.41159648,1.54458338,9250.0,4.23,4.5213
68523,210.43121648,-45.60336989,6600.0,4.34,8.5079
68581,210.59501153,-27.42976294,4700.0,5.47,9.9681
68670,210.86072926,-56.21338128,4700.0,5.93,8.0762
68702,210.95601898,-60.3729784,28000.0,0.61,2.6367
68756,211.09760837,64.37580873,10000.0,3.67,5.0289
68815,211.33375541,-76.79667632,2600.0,5.69,29.363
68862,211.5116084,-41.17958035,26000.0,4.36,0.5432
68895,211.59278733,-26.68201883,4700.0,3.25,27.02
68933,211.67218608,-36.36869575,5000.0,2.06,40.3881
68940,211.67877719,-9.31352509,7200.0,5.46,4.2212
69038,211.98227724,43.8545248,2900.0,5.13,30.6359
69068,212.07231683,49.4580206,3200.0,5.26,23.7263
69112,212.21253759,77.54743312,4550.0,4.8,14.495
69174,212.39609336,-51.50464539,12000.0,5.96,1.2222
69191,212.47898599,-53.43872584,5200.0,4.74,11.2776
69226,212.59978522,25.09182293,6150.0,4.82,7.697
69269,212.71034788,-16.30200362,3350.0,4.93,25.1982
69373,213.01688963,69.43266873,3200.0,5.18,24.5805
69389,213.06596003,2.40949613,12000.0,4.99,1.8979
69415,213.19180466,-27.26110002,4700.0,5.07,11.9033
69427,213.22392088,-10.274044,4550.0,4.18,19.1283
69462,213.31841949,-53.66565135,4250.0,5.53,11.9333
69483,213.37062458,51.78999066,8000.0,4.53,5.232
69493,213.41945412,-0.84512445,6450.0,5.89,4.3162
69536,213.52221581,12.95957667,6600.0,5.53,4.8055
69598,213.67817566,-41.83744813,5200.0,5.61,7.6368
69612,213.71192715,10.1010097,4850.0,5.29,10.116
69618,213.73818295,-57.08607539,22000.0,5.03,0.5576
69658,213.85047098,-18.20066197,10000.0,5.53,2.1312
69673,213.91811403,19.18726997,4700.0,-0.05,116.2722
69701,214.00368717,-5.99952622,6450.0,4.07,9.6866
69713,214.04195627,51.36701398,7750.0,4.75,4.9735
69732,214.09656821,46.08791894,10000.0,4.18,3.8837
69763,214.16135836,-66.58788092,28000.0,5.72,0.2519
69829,214.3685109,15.26336094,3050.0,5.84,20.0485
69879,214.49923373,35.50947085,4850.0,4.8,12.6531
69896,214.55821047,-81.00760147,9500.0,4.89,3.1359
69929,214.65956766,-18.71588164,8750.0,5.86,2.3946
69965,214.75469177,-25.81631724,6450.0,5.87,4.1863
69974,214.77750771,-13.37116634,9750.0,4.52,3.5516
